r,,,p,p,p,p,p,p,p,,,,p,p,p,p,,,,r,,,,,,,,,,,,,,,,,,,r,gtscsw,gtsb,gtsb,gtsb,gtscse,gtsl,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,p,p,p,p,,,,,,m,r,r,r,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtscnw,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtscne,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,,r,,,p,p,p,p,,,,,r,r,,r
r,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,r,,,,,i,,,,,,,,,,,,,,r,,,,,,gtsl,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,p,p,p,p,,,,,,r,r,r,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,,,,r,,,,,,,,,,r,,,,r,,,p,p,p,p,,,,,,r,,r
r,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,r,,,,,,,,,,,,,,,,,,,r,,,,,,gtsl,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,r,,,,,,,,,,,,r,,,r,r,r,,,p,p,p,p,,,,r,,,,r
r,,,,,,,,p,p,p,p,p,p,p,p,,,,,r,,,,,,,,,,,,,,,,,,,r,,,,,,gtscsw,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtscse,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,,p,p,p,p,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,w,w,w,w,w,w,w,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,p,p,p,p,r,r,r,r,r,r,r,r,r,r,r,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,p,p,p,p,r,r,r,r,r,r,r,r
r,,,r,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,gtscnw,gtst,gtst,gtst,gtscne,,,,,r,r,,,,p,p,p,p,,,,,,,,,,,,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,p,p,p,p,,,,,,,,r
r,,r,r,r,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,gtsl,w,w,w,gtsr,,,r,,r,r,,,,p,p,p,p,,,,,,,,,,,,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,gtscsw,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtscse,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,p,p,p,p,,,,,,,,r
r,,r,r,,,,,p,p,p,p,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,gtsl,w,w,w,gtsr,gtscnw,gtst,gtst,gtscne,r,r,,,,,p,p,,,,,,,,,,,,,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,m,,,,,,m,,,,,,,,,,,r,,,,m,,,,,,,,,,,,,,,r,r,,,,,,,,p,p,p,p,,,,,,,,r
r,,r,r,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,r,,,,,,,i,,,gtsl,w,w,w,gtsr,gtsl,w,w,gtsr,r,r,,,,,,,,,,,,,,,,,,,r,,,,,gtscsw,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtscse,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,,,,,,,,,,,,r,r,,,,,r,r,,,,,,,,,p,p,,,,,,,,,r
r,,r,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,gtsl,w,w,w,gtsr,gtsl,w,w,gtsr,r,r,,,,,,,,,,,,,,,,m,,,r,,gtscnw,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtscne,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,r,r,,r,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,,,,,gtscsw,gtsb,gtsb,gtsb,gtscse,gtsl,w,w,gtsr,r,r,,,,,,,,,,,m,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,i,,,r,r,,,,,,m,,,,,,,,,,,,,r
r,,r,,,,,,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,gtscsw,gtsb,gtsb,gtscse,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,m,,,,r
r,,,,,,,,p,p,p,p,p,p,p,p,p,p,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,r,r,,,m,,,,,,,,,,,i,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,r,,,,,,,,m,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,p,p,p,p,,,,,,,,,p,p,p,p,,,,,,,,,,,r,,,,,,,,,,,,,,m,,,,,r,r,,,r,,,,,,,,,,,,,,,,r
r,,,m,,,,,p,p,p,p,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,r,,,,,,,,,,,,,,m,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,p,p,p,p,,,,,,,,,,p,p,p,p,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,m,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,m,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,p,p,p,p,,,,r,,,,,,p,p,p,p,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,,,m,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,p,p,p,p,,,,r,,,,,,,p,p,p,p,,,,,m,,,,,r,,,,,,m,,,,,,,,,,,,,r,r,,,,,,,m,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,m,,,,,,,,,r,r,,,i,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,p,p,p,p,,,,r,r,,r,,,,p,p,p,p,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,m,,,,,m,,,,,,,,r,,,,,,,,,,,,,,r,r,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,p,p,p,p,,,,,r,,,,,,p,p,p,p,,,,,,,,,,r,,,,r,,,,,,r,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,r,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,r,,,i,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,p,p,p,p,,,,,,,r,,,,,p,p,p,p,,,,,i,,,,,r,,,,,,,,,,,,,i,,,,,,r,r,,,,i,,,,,,,,,,,r,,,,r
r,,,,,,,,p,p,p,p,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,gtscsw,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtscse,p,p,p,p,,,,,,,,,,,,,p,p,p,p,,,,,,,,,r,,,,,,,,,,,,,,,,,r,,r,r,,,,,,,,,,m,,,,,,,i,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,p,p,p,p,,,,,,,,,r,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,p,p,p,p,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,r,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,p,p,p,p,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,p,p,p,p,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,gtscnw,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtscne,,,,p,p,p,p,,,,,,,,,,,,,,,r,,,,,m,,,,,,,,,,,,,,,,,,,,,,r,r,,,,r
r,,,,,,,p,p,p,p,,,,,,,,,,,,,,,r,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,r,r,,,,r
r,,,,,,,p,p,p,p,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,r,r,,r,,r
r,,m,,,,p,p,p,p,p,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,,,,,,,r,,r
r,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,,,,,p,p,p,p,p,,,,,,p,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,m,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,r,,r
r,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,r
r,,,,,p,p,p,p,p,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,r,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,p,p,p,p,p,p,,,,,,p,p,p,p,p,p,p,p,p,p,,,,,,,r
r,,,,,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,m,,,,,,i,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,p,p,p,p,p,p,p,,,,,,r
r,,,,,p,p,p,p,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,p,p,p,p,p,p,p,p,,,,,,p,p,p,p,p,p,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,r,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,p,p,p,p,p,p,p,,,,r
r,,,,,,p,p,p,p,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,r
r,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,r
r,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,r,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,m,,,,,,,,r,r,,,,,,,,,,m,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,r
r,,m,,,,,p,p,p,p,p,p,p,p,,,,,,,,,,,,m,,,,,,,,r,r,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,i,,,,,,,,,,,,,,,,,,,,,r,,gtsl,w,w,w,w,w,w,w,w,w,w,w,w,gtsr,,,p,p,p,p,,,,,,,,,,,,,m,,,,,,,,,,,,r,,,,,,,,r,,,,,,,,,p,p,p,p,,,r
r,,,,,,,,,,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtscsw,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtsb,gtscse,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,,,,,,,,p,p,p,p,,,r
r,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,r,r,,,,,,,,r,,,,,,,,,,,,,p,p,p,p,,,r
r,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,r,,,,,,,,,,r,r,r,r,r,r,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtscnw,gtst,gtst,gtst,gtst,gtst,gtst,gtscne,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,,,r,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,r,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,r,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,r,r,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,r,,,,,,r,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,i,,,,,,,,,,,,,,,m,,,,,,,,,r,r,r,r,r,r,,p,p,p,p,,,,,r,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,m,,,,,,,,,,,,p,p,p,p,,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,r,r,,p,p,p,p,,,,,r,,,,,,,,,,m,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,p,p,p,p,,,m,,,,,,,,,,,,,,,,,r,,,r,,,r,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,,,,,,,m,,,,,,,,,,,,,,,,,,,r,r,r,r,r,,p,p,p,p,,,r,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,r,r,r,r,,,p,p,p,p,,,,,,,,,,,,m,,,,,,,,p,p,p,p,p,p,,,,,,,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,m,,,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,p,p,p,p,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,p,p,p,p,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,i,,p,p,p,p,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,p,p,p,p,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,p,p,p,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,p,p,p,p,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,p,p,,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,,p,p,p,p,,,,,p,p,p,p,p,p,p,p,p,p,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,p,p,p,p,p,p,p,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,i,,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,m,,,,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,gtscnw,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtst,gtscne,,,,,,,,,,,,,,,,,p,p,p,p,p,p,,,,,,,,,,,,,,i,,,,,,,,,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,,p,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
r,gtsl,w,w,w,w,w,w,gtsr,,,,,,,,p,p,p,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,r,r,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtsl,w,w,w,w,w,w,w,w,w,gtsr,,,,,,,,,,,,,m,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,r
